variable	mean	median	sd	mad	q5	q95	rhat	ess_bulk	ess_tail	hap	q2.5	q97.5
growth_rate[80]	1.37560893625	1.37559	0.008425639412286	0.008347038	1.3617095	1.38961	1.00599425435272	746.201335746033	1717.07000167019	hap_temp_1305	1.3590295	1.3919
growth_rate[237]	1.373915105	1.37402	0.013323353352555	0.013373052	1.351987	1.395681	1.00251559755271	1491.11726247049	3641.53529508143	hap_temp_1288	1.34764925	1.3993305
growth_rate[165]	1.37012822875	1.37029	0.011709280796969	0.011504976	1.3506195	1.3893105	1.00326926777396	1245.65653510465	3144.48461243901	hap_temp_2645	1.3463295	1.39274
growth_rate[22]	1.36786127625	1.36788	0.007019654756667	0.00711648	1.3565995	1.37937	1.00858886059696	535.809093095983	1354.90879974077	hap_temp_720	1.35403925	1.38174025
growth_rate[191]	1.364702675	1.365045	0.012273301819868	0.012201798	1.3442295	1.3844405	1.00213833669175	1527.41284001202	4023.16075955605	hap_temp_1100	1.34022875	1.38843025
growth_rate[65]	1.363788345	1.3639	0.008318301605717	0.008176539	1.3500095	1.3774805	1.00497386993936	722.702790318574	1928.03109599322	hap_temp_1114	1.34731	1.37995025
growth_rate[216]	1.36312143375	1.363255	0.013522875646569	0.013528725	1.340879	1.38525	1.00167083890323	1613.82168952417	3941.66834951993	hap_temp_1416	1.33615975	1.38906075
growth_rate[13]	1.36159431625	1.3615	0.006765568170639	0.006775482	1.35054	1.37294	1.0084466603981	500.255055237194	1210.89673059263	hap_temp_765	1.34845	1.37489
growth_rate[92]	1.36148666875	1.36148	0.00885907191582	0.00882147	1.34676	1.376	1.0040010239309	835.930297733037	1922.86206020539	hap_temp_1078	1.3439795	1.378841
growth_rate[54]	1.3597439925	1.35976	0.007725466941543	0.007590912	1.3469795	1.3723	1.00531494569719	678.442036297381	1461.83270564153	hap_temp_769	1.34433	1.37483025
growth_rate[40]	1.35812508375	1.35814	0.007499151320436	0.007501956	1.34568	1.37038	1.00761383346784	593.155727624044	1398.18064078011	hap_temp_754	1.34322	1.37260025
growth_rate[28]	1.3557991675	1.35585	0.007153058719043	0.007123893	1.3439495	1.3676705	1.00661526865803	548.514240793573	1345.92853003008	hap_temp_1369	1.34163975	1.369821
growth_rate[198]	1.35338712	1.35341	0.012421593969986	0.012216624	1.3333395	1.374131	1.00241700054676	1669.29505489986	3546.53707367177	hap_temp_2389	1.32915975	1.37836025
growth_rate[236]	1.35266273625	1.35284	0.014397585574819	0.014240373	1.3286195	1.37617	1.00095543215414	1825.80961445127	3726.97501389346	hap_temp_1188	1.32404975	1.38072075
growth_rate[2]	1.35143016625	1.35134	0.006490824243483	0.006434484	1.3408895	1.36233	1.00903141373505	460.805293125502	1002.25536720233	hap_temp_1063	1.33874975	1.3643405
growth_rate[226]	1.34868255875	1.34892	0.013901455840113	0.01378818	1.32515	1.3708705	1.00358496152319	1356.40742674278	3595.75130347888	hap_temp_1360	1.32061875	1.3752915
growth_rate[47]	1.34159511625	1.34156	0.007784898797842	0.007768824	1.3286695	1.354571	1.00714939642131	654.463866555172	1604.17908075868	hap_temp_1677	1.32637	1.35685
growth_rate[118]	1.340457335	1.34036	0.010225804812252	0.009948246	1.32337	1.3573805	1.00245717165705	1115.06912869968	2615.45178463027	hap_temp_1338	1.31993	1.36076075
growth_rate[160]	1.339890205	1.33994	0.011800900624101	0.0118608	1.3204785	1.3591605	1.00407054401683	1353.94734613653	3013.70059212209	hap_temp_1049	1.31678925	1.362581
growth_rate[175]	1.3397740775	1.340195	0.012885604631713	0.013150662	1.3183395	1.360312	1.00268241710964	1555.50874227201	3016.80898332928	hap_temp_1362	1.31423825	1.36397075
growth_rate[6]	1.339068555	1.339055	0.006557295833883	0.006441897	1.3283285	1.35006	1.00862912403191	478.915822570745	1091.37779587657	hap_temp_1014	1.3264195	1.35217025
growth_rate[180]	1.3376061925	1.337845	0.012643101335486	0.012572448	1.3165595	1.35804	1.00439017244	1383.99424370553	3241.35527502977	hap_temp_1674	1.31232	1.36241075
growth_rate[16]	1.3358188	1.33582	0.006821559458378	0.006760656	1.3245795	1.3470605	1.00818254631504	512.999880442901	1168.23578346767	hap_temp_996	1.32259975	1.349131
growth_rate[197]	1.33037089375	1.330415	0.014129438590867	0.014225547	1.3070985	1.3535005	1.00129108534058	1817.19496108333	3294.58077589966	hap_temp_1109	1.30214	1.357361
growth_rate[35]	1.329109615	1.32914	0.007396198661887	0.007531608	1.317229	1.3414005	1.00653115287074	615.613406997766	1582.01254966338	hap_temp_1091	1.31503	1.34349025
growth_rate[247]	1.3274038525	1.32757	0.016005035249177	0.015515409	1.3006895	1.35366	1.00269994439108	1920.9723124213	4594.66693395568	hap_temp_1025	1.29521975	1.35848
growth_rate[19]	1.32584719625	1.325815	0.006727968069617	0.006619809	1.3147895	1.3370305	1.00772879973417	526.777640567327	1309.70062668206	hap_temp_1041	1.31248975	1.33912025
growth_rate[212]	1.319713565	1.319575	0.014208064758397	0.014106939	1.2961885	1.34263	1.00260358834803	1638.26134555994	3330.69056761524	hap_temp_1224	1.29111925	1.3468225
growth_rate[213]	1.3080127025	1.308075	0.015217632473179	0.015300432	1.2830395	1.333	1.00147450548856	2026.08619126051	4081.36694556484	hap_temp_1031	1.27841825	1.33791
growth_rate[201]	1.3079875775	1.30848	0.015128576326251	0.014885304	1.282719	1.332362	1.00213804822501	1957.41232615484	4278.22209062661	hap_temp_1210	1.27760875	1.33705075
growth_rate[33]	1.29789889125	1.29785	0.007446293799239	0.007427826	1.28567	1.3103605	1.00583448881162	636.893375046237	1704.63608586799	hap_temp_1228	1.2831895	1.3124105
growth_rate[56]	1.2949045675	1.29481	0.008334237787757	0.008243256	1.281389	1.3086115	1.00435092931531	825.64139169823	2041.46300193003	hap_temp_1103	1.278479	1.31144025
growth_rate[199]	1.29192307375	1.291805	0.015329966107176	0.015456105	1.266629	1.31719	1.00083668151786	4121.52539223444	5111.88766029545	hap_temp_989	1.26190925	1.32192
growth_rate[166]	1.2877649125	1.287715	0.012783264548773	0.012742947	1.2668995	1.30866	1.00175704213532	1599.8201344405	3413.24227002845	hap_temp_1254	1.262969	1.31277025
growth_rate[157]	1.2854055575	1.285375	0.011991676040111	0.011727366	1.2655895	1.305371	1.00202034044778	1855.24357563729	3454.56886586099	hap_temp_861	1.261529	1.30948075
growth_rate[126]	1.28322938875	1.28334	0.011245898367522	0.011060196	1.26457	1.30143	1.00332174956258	1335.6839822023	3469.38971021369	hap_temp_1002	1.26103975	1.30508025
growth_rate[82]	1.2821689475	1.28229	0.009109269949734	0.009132816	1.2670095	1.29691	1.00401137022821	1058.04132883155	2659.94636218802	hap_temp_1258	1.26384975	1.299621
growth_rate[246]	1.27919176875	1.278935	0.0153058114271	0.015211476	1.254309	1.304593	1.0016665959695	1842.47573244269	4450.86000142932	hap_temp_855	1.249499	1.30963125
growth_rate[88]	1.2775964025	1.27763	0.009406285728671	0.009577596	1.262079	1.29304	1.00325560971607	1118.49801850381	2472.61379851402	hap_temp_1020	1.259279	1.29598025
growth_rate[183]	1.27168563	1.272045	0.013674271669501	0.013513899	1.24886	1.29354	1.00073467417267	2008.22414286217	4173.95925083498	hap_temp_856	1.24388975	1.2975905
growth_rate[154]	1.2681246625	1.2682	0.012519221353543	0.012483492	1.24753	1.2889105	1.00266543140256	1573.57169328452	3155.65994527756	hap_temp_737	1.243678	1.29248
growth_rate[14]	1.267708285	1.26769	0.006397125146114	0.006315876	1.25722	1.2784	1.0078183422465	515.454500497909	1308.02480762613	hap_temp_1272	1.25528	1.28040025
growth_rate[128]	1.266569025	1.266585	0.010807023800279	0.010726611	1.248719	1.2840805	1.00310932020263	1360.40987797174	3443.0448360103	hap_temp_777	1.2450895	1.28751
growth_rate[161]	1.266283225	1.26635	0.01262736897399	0.012557622	1.2454795	1.28658	1.00151328106668	1973.89690151251	3714.69271667432	hap_temp_1267	1.2407995	1.290781
growth_rate[8]	1.26272429375	1.26271	0.006226558570363	0.006256572	1.25244	1.27308	1.00874894192751	494.495012390804	1194.45735302701	hap_temp_1075	1.2507	1.27507
growth_rate[148]	1.25616783	1.256145	0.011957746563586	0.011897865	1.236459	1.2759805	1.00205567250634	1682.37620705085	4263.82677889844	hap_temp_1047	1.23253875	1.27945075
growth_rate[185]	1.24845790375	1.248735	0.014171308371702	0.014055048	1.225139	1.2716205	1.00105047357975	1785.09594848363	3573.26079024069	hap_temp_726	1.22012975	1.27604025
growth_rate[81]	1.1983465775	1.19826	0.008552001445719	0.008584254	1.1841795	1.2124405	1.00427710417809	996.936420557838	2491.94551299235	hap_temp_300	1.18168875	1.21495025
growth_rate[70]	1.197675075	1.19772	0.008445503298213	0.008391516	1.18376	1.211621	1.00505992768787	946.475127026845	2406.93970025468	hap_temp_335	1.18123975	1.21416025
growth_rate[159]	1.19732319375	1.19732	0.011923359484648	0.012053538	1.1777795	1.2169915	1.00349551221161	1453.41629569206	3120.29384754538	hap_temp_297	1.17456775	1.22063025
growth_rate[10]	1.18016321125	1.18015	0.005584007095472	0.005581989	1.17099	1.1894005	1.00857225927863	463.583338767619	1155.67320016799	hap_temp_308	1.1691695	1.19110075
growth_rate[204]	1.17364416125	1.17362	0.012092216222974	0.012068364	1.153968	1.1938405	1.00305383852628	1609.99026948449	3330.1405592706	hap_temp_347	1.15018975	1.197621
growth_rate[162]	1.15545883375	1.155235	0.010529438612151	0.010370787	1.13846	1.173152	1.00176885387145	1587.75830632252	3635.17631594903	hap_temp_305	1.13507975	1.176581
growth_rate[184]	1.1175745375	1.117515	0.010249926923463	0.010415265	1.100699	1.1346505	1.00245764024544	1565.99113325431	3605.32943065341	hap_temp_352	1.09814925	1.13807025
growth_rate[58]	1.115045375	1.11507	0.006288114376121	0.006271398	1.10468	1.12545	1.00575253321411	673.813151879482	1748.45786175546	hap_temp_139	1.10274925	1.12722075
growth_rate[150]	1.10826183	1.10819	0.009006554587038	0.009014208	1.0937	1.1231905	1.00265220946803	1236.96430746801	3286.97763686118	hap_temp_5	1.09092	1.12615025
growth_rate[104]	1.09798224625	1.09801	0.006920611271731	0.006879264	1.0865495	1.10944	1.00354428287887	821.173989176105	2316.63457473556	hap_temp_434	1.08417	1.1117905
growth_rate[164]	1.09798175375	1.098065	0.009095878476679	0.008962317	1.0831195	1.1130305	1.00359716582639	1184.89578318133	2859.93607597449	hap_temp_433	1.08015875	1.116021
growth_rate[72]	1.0913966825	1.09137	0.006466977541248	0.006404832	1.08075	1.1020305	1.00621869080485	692.575148538159	1993.68138582281	hap_temp_88	1.07858975	1.10415025
growth_rate[169]	1.0873572875	1.087355	0.009378049078455	0.009362619	1.072059	1.10292	1.00272021354143	1419.10070042594	3419.98760839604	hap_temp_501	1.069349	1.10575025
growth_rate[173]	1.084390945	1.08446	0.00958013998161	0.00971103	1.06832	1.0998605	1.00206931848608	1480.92096635351	3299.77056188296	hap_temp_289	1.06580875	1.10242075
growth_rate[37]	1.08316718375	1.083185	0.005523138850697	0.005359599	1.07403	1.09225	1.00601363807388	545.382895887197	1328.66014927961	hap_temp_355	1.07219	1.0940405
growth_rate[57]	1.08076956875	1.080785	0.006088309002904	0.006115725	1.0707285	1.0906905	1.00636537943022	639.281321329154	1678.12769009313	hap_temp_84	1.06880975	1.09251025
growth_rate[182]	1.0801698825	1.08023	0.009494873275274	0.009518292	1.06455	1.09571	1.00280587290499	1386.63561239221	3066.82440136016	hap_temp_353	1.0613295	1.09863025
growth_rate[130]	1.07636441625	1.07628	0.007812738067973	0.007872606	1.0633795	1.089311	1.00464269206348	942.478799586834	2563.17179491473	hap_temp_435	1.06088	1.09155
growth_rate[253]	1.07184316625	1.071985	0.0143949979388	0.014299677	1.047639	1.09526	1.00170290405792	2954.03126274797	4567.08439083014	hap_temp_560	1.04291875	1.09957025
growth_rate[9]	1.071246485	1.07126	0.004919629270971	0.004922232	1.06328	1.0793705	1.00918850468051	434.052645165635	991.351712191058	hap_temp_437	1.06152975	1.0808305
growth_rate[131]	1.069336345	1.06943	0.007811913030054	0.007842954	1.0564595	1.08204	1.00449637956381	1003.88874714443	2942.99770078025	hap_temp_504	1.05369975	1.08427025
growth_rate[62]	1.06404419	1.0641	0.006307478064079	0.006256572	1.05363	1.07438	1.0047389339525	679.688074609357	1793.99118193358	hap_temp_478	1.05153	1.07646025
growth_rate[218]	1.06095739625	1.060735	0.011102911590601	0.011171391	1.0432995	1.079871	1.0021557372065	2225.49992024729	4442.28734968147	hap_temp_394	1.03997975	1.0831505
growth_rate[136]	1.0568928775	1.056835	0.008236018039328	0.008043105	1.04335	1.0704005	1.00363825290312	1109.18551835148	2664.00764861189	hap_temp_512	1.04030975	1.0729005
growth_rate[238]	1.05585128625	1.05589	0.011438721062711	0.011453085	1.0370675	1.0744625	1.0015051417208	1812.61902834451	4287.88226461995	hap_temp_384	1.03325975	1.07819075
growth_rate[76]	1.0543524725	1.05437	0.006397201347846	0.006390006	1.04383	1.06472	1.00541139245125	797.974576903823	2185.28799055504	hap_temp_85	1.04193	1.06667075
growth_rate[205]	1.04972366125	1.04964	0.011129060286278	0.011312238	1.0315985	1.06816	1.00094080624095	1976.70924196311	4125.11605895736	hap_temp_50	1.0281995	1.07154075
growth_rate[24]	1.04933790125	1.049285	0.005238667629996	0.005285469	1.04086	1.057961	1.00757931708526	502.897687622628	1261.04479124917	hap_temp_562	1.0389495	1.0595
growth_rate[17]	1.0408416775	1.04087	0.004929092825308	0.004848102	1.0328	1.0490405	1.008182092093	466.598173393542	1072.45726869212	hap_temp_507	1.03109975	1.0504805
growth_rate[188]	1.04035666875	1.040435	0.01074094706873	0.010608003	1.02229	1.0574915	1.00199909392772	1586.60380631947	3242.16739732563	hap_temp_1704	1.0183595	1.0608
growth_rate[32]	1.039928235	1.03995	0.005320089423939	0.00533736	1.0311195	1.04857	1.00568703819957	557.070688626793	1150.73635588125	hap_temp_386	1.02953975	1.050211
growth_rate[90]	1.0371978125	1.03712	0.007172822226096	0.007375935	1.0254995	1.0491015	1.00337743390718	839.926603878972	2375.16032439419	hap_temp_387	1.02354	1.05118025
growth_rate[51]	1.03241256375	1.03249	0.006044724652679	0.005937813	1.0225095	1.04231	1.00621447669406	694.622345832242	1812.6717446339	hap_temp_493	1.0202895	1.04421025
growth_rate[250]	1.02906104575	1.029005	0.012537180794	0.012653991	1.0084695	1.05008	1.00185352328119	2320.5915680634	3838.99690506761	hap_temp_247	1.00515	1.0535805
growth_rate[225]	1.0226600285	1.02268	0.012773385636746	0.012661404	1.00165	1.0438805	1.00222209669784	2466.16233534723	4381.73462836339	hap_temp_135	0.997901675	1.048181
growth_rate[112]	1.022393008125	1.022365	0.008061533018424	0.008057931	1.00905	1.0354505	1.00205506637877	1163.18262241516	3174.8589260744	hap_temp_2545	1.00625975	1.0381205
growth_rate[68]	1.021386453625	1.021385	0.006680828073474	0.006575331	1.01013	1.0323605	1.00350756469461	854.786653562654	2183.79150939694	hap_temp_101	1.00828	1.03448025
growth_rate[227]	1.020332249125	1.02024	0.011740810271199	0.011697714	1.0010595	1.03975	1.00241257868354	2098.09364445228	4508.21218554794	hap_temp_53	0.99751095	1.0434005
growth_rate[109]	1.02025321575	1.02023	0.007609897644481	0.007590912	1.007729	1.0329705	1.00368039616543	1127.40948578359	2713.71141932708	hap_temp_105	1.00535	1.03541
growth_rate[138]	1.018961411375	1.019055	0.009015864308972	0.009125403	1.0042	1.0337005	1.00349027331053	1583.17701257828	4289.12230719828	hap_temp_1970	1.00141975	1.03657025
growth_rate[60]	1.017796674625	1.0178	0.00641108313617	0.006330702	1.0071	1.028401	1.00377830125908	823.571715604425	2030.59383395494	hap_temp_414	1.00527975	1.03042
growth_rate[77]	1.017252375625	1.01735	0.006849103043746	0.006686526	1.005609	1.0283805	1.00369965704969	935.273755005147	2325.2463538086	hap_temp_174	1.00338	1.03052025
growth_rate[38]	1.0161207455	1.01612	0.005637011248743	0.005544924	1.00677	1.0252805	1.00510826745258	646.467582304017	1708.16586191903	hap_temp_1730	1.00475925	1.02724025
growth_rate[153]	1.015965025	1.01597	0.009878501975479	0.00985929	0.999727	1.031981	1.00296146819488	1635.28397577197	3633.81446720832	hap_temp_1700	0.99664875	1.03503
growth_rate[52]	1.0156316735	1.015665	0.006261458852957	0.006315876	1.00517	1.02569	1.0040573342782	753.065750259334	1927.5006364631	hap_temp_1908	1.00347975	1.0276605
growth_rate[89]	1.015461885625	1.01555	0.007534374754046	0.007383348	1.0028585	1.0277505	1.00323837161911	942.62516490922	2376.25666176292	hap_temp_163	1.00037975	1.03004075
growth_rate[239]	1.015309693	1.01591	0.0148181553935	0.014699979	0.990076	1.0389805	1.00123124082186	2870.00261225269	4805.71974748191	hap_temp_422	0.984258675	1.043162
growth_rate[114]	1.014714678625	1.01486	0.00832545653563	0.008272908	1.00085	1.0280715	1.00217320167344	1246.01274770253	3025.62789688355	hap_temp_99	0.998041625	1.03095
growth_rate[142]	1.0136767415	1.01363	0.00920537080984	0.00919212	0.9986507	1.0290905	1.00173208915343	1616.6562052487	3322.8390313519	hap_temp_226	0.99581695	1.0320215
growth_rate[248]	1.0133749015	1.013155	0.011884144498169	0.011808909	0.99411055	1.0329905	1.0011300629306	3857.782437195	5552.2265746564	hap_temp_115	0.99007185	1.03724
growth_rate[129]	1.012258410125	1.01228	0.008928273721954	0.00904386	0.997636	1.02688	1.00414865266621	1333.31338725854	3224.31632415627	hap_temp_254	0.9951661	1.02963
growth_rate[149]	1.011523800125	1.01156	0.009544836560442	0.009681378	0.99552695	1.026962	1.00278916664498	1322.76774884118	3205.8562392715	hap_temp_2513	0.992827475	1.0302
growth_rate[87]	1.0112407235	1.01124	0.00752113558024	0.007501956	0.9988016	1.02372	1.00346805450583	1069.67446903061	2563.90495078336	hap_temp_1941	0.9964244	1.02606
growth_rate[230]	1.010285178	1.01025	0.011607196492365	0.011549454	0.9910372	1.0291405	1.00089910498575	2843.66111689521	4321.32987752346	hap_temp_486	0.9868692	1.0325405
growth_rate[83]	1.009775024875	1.01005	0.007481983540878	0.007539021	0.9974058	1.0220305	1.00282024561387	990.060065529446	3062.07820960159	hap_temp_110	0.995149625	1.02403025
growth_rate[50]	1.009642552625	1.0097	0.006214195407235	0.006256572	0.999379	1.01988	1.00534864998123	745.159163732398	2034.8915469306	hap_temp_249	0.997415825	1.0218305
growth_rate[202]	1.008245456625	1.00808	0.010330858164338	0.01022994	0.9914044	1.0254105	1.00221997036306	2210.07541184252	5059.51313716311	hap_temp_253	0.988464825	1.0289715
growth_rate[115]	1.007745789125	1.00785	0.008492447543954	0.008347038	0.99380945	1.02169	1.00421954317065	1335.0192778868	3426.44339581736	hap_temp_117	0.99081855	1.02430075
growth_rate[127]	1.0073295315	1.00749	0.008182131674698	0.008176539	0.9937078	1.0203905	1.00122194989016	1700.74093474001	3678.86161047222	hap_temp_2628	0.9907785	1.02305025
growth_rate[5]	1.007175493	1.007225	0.00455433681722	0.004484865	0.9996689	1.0147505	1.00877715224782	429.502047526898	957.509104262347	hap_temp_29	0.99807795	1.01601025
